lat,long
26.237324,81.24073200000001
26.23257,81.255088
26.192525,81.267888
26.191678,81.269372
26.175999,81.25030500000001
26.197731,81.24558900000001
26.231351,81.22565200000001
26.23743,81.24334400000001
26.214778,81.223415
26.23536,81.251694
26.235211,81.258606
26.213946,81.25706600000001
26.217762,81.266664
26.213946,81.25706600000001
26.236683,81.234678
26.234588,81.251835
26.23212,81.26764
26.2181,81.24636000000001
26.208123,81.259951
26.208242,81.25317700000001
26.236181,81.23614300000001
26.179204,81.244274
26.185205,81.2411
26.215743,81.249505
26.223036999999998,81.274157
26.185409,81.25532000000001
26.186525,81.239889
26.236984,81.23433200000001
26.228251,81.257424
26.183243,81.27005000000001
26.18955,81.269401
26.197854,81.24959700000001
26.209461,81.247715
26.20213,81.250764
26.183645,81.258019
26.239491,81.224615
26.207281,81.210346
26.236683,81.234678
26.212343,81.23942500000001
26.194945999999998,81.24134600000001
26.180761999999998,81.238899
26.234063,81.242429
26.225367,81.211106
26.209461,81.247715
26.2045,81.27106500000001
26.2034,81.247574
26.217896,81.262912
26.215282,81.24514400000001
26.229311,81.259382
26.234386999999998,81.261386
26.211073,81.28040200000001
26.22831,81.24486
26.209867,81.256073
26.200066,81.27211700000001
26.239835,81.223273
26.239172,81.224827
26.190447,81.24247000000001
26.181724,81.238905
26.223186,81.261899
26.241639,81.24156500000001
26.23217,81.267803
26.221584,81.264717
26.223574,81.21072500000001
26.217978,81.21346600000001
26.228417,81.24965800000001
26.209461,81.247715
26.228794,81.23698300000001
26.223104,81.256505
26.21006,81.255373
26.198408999999998,81.263326
26.233252999999998,81.24948400000001
26.212699,81.26764200000001
26.213693,81.272779
26.224467999999998,81.209128
26.207428,81.281119
26.213683,81.24458
26.235115999999998,81.263073
26.223266,81.211667
26.181755,81.23993700000001
26.215167,81.26680300000001
26.224005,81.24692900000001
26.237998,81.242823
26.204878,81.272518
26.236117,81.261791
26.198505,81.27878100000001
26.220125,81.24217900000001
26.22812,81.25914700000001
26.227432999999998,81.24942300000001
26.218638,81.231148
26.171378999999998,81.237322
26.189892,81.26701600000001
26.193384,81.270312
26.235326999999998,81.26562200000001
26.215197,81.27503700000001
26.192581999999998,81.242587
26.221584,81.264717
26.213504,81.23195100000001
26.190948,81.250764
26.236424,81.235208
26.177456,81.24333100000001
26.234899,81.23824
26.215744,81.26848100000001
26.223015999999998,81.25281100000001
26.222321,81.266641
26.213946,81.25706600000001
26.215179,81.23800700000001
26.209654999999998,81.278351
26.222362,81.243397
26.197854,81.24959700000001
26.234181,81.26174800000001
26.23342,81.249322
26.235115999999998,81.263073
26.236204999999998,81.235225
26.216447,81.269772
26.234899,81.23824
26.227539,81.243699
26.190298,81.242565
26.209461,81.247715
26.235059,81.266879
26.237998,81.242823
26.225711999999998,81.24441
26.180004999999998,81.24345000000001
26.206933,81.247422
26.234143,81.238561
26.2252,81.246938
26.221898,81.246046
26.222690999999998,81.25412200000001
26.216846,81.26025100000001
26.209404,81.274196
26.212021,81.270233
26.214774,81.242902
26.215051,81.25625400000001
26.227045,81.266357
26.204459,81.285223
26.229944,81.265083
26.180134,81.24549200000001
26.191534,81.250028
26.183434,81.23327800000001
26.194703,81.26665100000001
26.198121,81.27579200000001
26.177561,81.24242500000001
26.213946,81.25706600000001
26.216714,81.236023
26.220328,81.26393
26.232402,81.268737
